unit,hazard,wst_oper,waste,geo\time	2014 	2012 	2010 	2008 	2006 	2004 
T,NHAZ,DSP_L,W12B,LT	2168817 	2006997 	2061738 	: 	: 	: 
T,NHAZ,DSP_L,W12B,LU	: c	567 	444 	: 	: 	: 
T,NHAZ,DSP_L,W12B,LV	5745 	7984 	5289 	: 	: 	: 
T,NHAZ,DSP_L,W12B,ME	2098 	: 	: 	: 	: 	: 
T,NHAZ,DSP_L,W12B,MK	288 	32732 	718958 	: 	: 	: 
T,NHAZ,DSP_L,W12B,MT	53 	78 	34151 	: 	: 	: 
T,NHAZ,DSP_L,W12B,NL	95037 	172928 	367916 	: 	: 	: 
T,NHAZ,DSP_L,W12B,NO	0 	0 	7335 	: 	: 	: 
T,NHAZ,DSP_L,W12B,PL	24461205 	20962071 	14375412 	: 	: 	: 
T,NHAZ,DSP_L,W12B,PT	98853 	166638 	451245 	: 	: 	: 
T,NHAZ,DSP_L,W12B,RO	149774010 	222392650 	175147342 	: 	: 	: 
T,NHAZ,DSP_L,W12B,RS	28018422 	33541735 	15430828 	: 	: 	: 
T,NHAZ,DSP_L,W12B,SE	133049695 	120112133 	80730651 	: 	: 	: 
T,NHAZ,DSP_L,W12B,SI	230537 	196136 	372486 	: 	: 	: 
T,NHAZ,DSP_L,W12B,SK	282316 	326583 	183984 	: 	: 	: 
T,NHAZ,DSP_L,W12B,TR	: 	626949355 	536166854 	: 	: 	: 
T,NHAZ,DSP_L,W12B,UK	26547312 	24261427 	25223004 	: 	: 	: 
T,NHAZ,DSP_L,W12_X_127NH,AT	: 	: 	: 	9982592 	10611274 	8933656 
T,NHAZ,DSP_L,W12_X_127NH,BE	: 	: 	: 	693148 	868480 	901077 
T,NHAZ,DSP_L,W12_X_127NH,BG	: 	: 	: 	140495680 	138169829 	174381136 
T,NHAZ,DSP_L,W12_X_127NH,CY	: 	: 	: 	363341 	346000 	287858 
T,NHAZ,DSP_L,W12_X_127NH,CZ	: 	: 	: 	1398211 	1485628 	2547502 
T,NHAZ,DSP_L,W12_X_127NH,DE	: 	: 	: 	66833008 	66957081 	83328653 
T,NHAZ,DSP_L,W12_X_127NH,DK	: 	: 	: 	362775 	194394 	258903 
T,NHAZ,DSP_L,W12_X_127NH,EE	: 	: 	: 	4882874 	4479030 	4464862 
T,NHAZ,DSP_L,W12_X_127NH,EL	: 	: 	: 	56477344 	34826616 	16156941 
T,NHAZ,DSP_L,W12_X_127NH,ES	: 	: 	: 	42716597 	76909543 	82092074 
T,NHAZ,DSP_L,W12_X_127NH,EU28	: 	: 	: 	766980000 	778110000 	841830000 
T,NHAZ,DSP_L,W12_X_127NH,FI	: 	: 	: 	38200039 	32923375 	35555528 
T,NHAZ,DSP_L,W12_X_127NH,FR	: 	: 	: 	81062793 	72601091 s	69830415 s
T,NHAZ,DSP_L,W12_X_127NH,HR	: 	: 	: 	666214 	0 	1479591 
T,NHAZ,DSP_L,W12_X_127NH,HU	: 	: 	: 	5871374 	6355777 	3860883 
T,NHAZ,DSP_L,W12_X_127NH,IE	: 	: 	: 	3621104 	4957549 	4513906 
T,NHAZ,DSP_L,W12_X_127NH,IS	: b	: 	: 	11643 	: 	3000 
T,NHAZ,DSP_L,W12_X_127NH,IT	: 	: 	: 	11090573 	9874328 	9938257 
T,NHAZ,DSP_L,W12_X_127NH,LT	: 	: 	: 	294566 	294256 	289778 
T,NHAZ,DSP_L,W12_X_127NH,LU	: 	: 	: 	6098798 	3569431 	4600256 
T,NHAZ,DSP_L,W12_X_127NH,LV	: 	: 	: 	42754 	49386 	37132 
T,NHAZ,DSP_L,W12_X_127NH,MK	: 	: 	: 	1134153 	: 	: 
T,NHAZ,DSP_L,W12_X_127NH,MT	: 	: 	: 	1493240 	2392765 	2792488 
T,NHAZ,DSP_L,W12_X_127NH,NL	: 	: 	: 	942356 	1657890 	905880 
T,NHAZ,DSP_L,W12_X_127NH,NO	: 	: 	: 	346935 	283872 	189746 
T,NHAZ,DSP_L,W12_X_127NH,PL	: 	: 	: 	18960446 	16474600 	13876720 
T,NHAZ,DSP_L,W12_X_127NH,PT	: 	: 	: 	1687716 	6005089 	4359056 
T,NHAZ,DSP_L,W12_X_127NH,RO	: 	: 	: 	144179058 	151777934 	195638719 
T,NHAZ,DSP_L,W12_X_127NH,SE	: 	: 	: 	61446960 	62865934 	59870242 
T,NHAZ,DSP_L,W12_X_127NH,SI	: 	: 	: 	674868 	832681 	449176 
T,NHAZ,DSP_L,W12_X_127NH,SK	: 	: 	: 	2064304 	2302789 	3427240 
T,NHAZ,DSP_L,W12_X_127NH,TR	: 	: 	: 	20927273 	15303686 	18018998 
T,NHAZ,DSP_L,W12_X_127NH,UK	: 	: 	: 	64382188 	68323879 	57054071 
T,NHAZ,DSP_O,DSP_OTH,AT	: 	: 	: 	0 	0 	0 
T,NHAZ,DSP_O,DSP_OTH,BE	: 	: 	: 	0 	0 	0 e
T,NHAZ,DSP_O,DSP_OTH,BG	: 	: 	: 	0 	17 	5 
T,NHAZ,DSP_O,DSP_OTH,CY	: 	: 	: 	0 	0 	0 
T,NHAZ,DSP_O,DSP_OTH,CZ	: 	: 	: 	: c	0 	: c
T,NHAZ,DSP_O,DSP_OTH,DE	: 	: 	: 	3622 	1492 	: 
T,NHAZ,DSP_O,DSP_OTH,DK	: 	: 	: 	0 	: 	: 
T,NHAZ,DSP_O,DSP_OTH,EE	: 	: 	: 	0 	0 	0 
T,NHAZ,DSP_O,DSP_OTH,EL	: 	: 	: 	0 	0 	9453 
T,NHAZ,DSP_O,DSP_OTH,ES	: 	: 	: 	14427 	43284 	31054 
T,NHAZ,DSP_O,DSP_OTH,EU28	: 	: 	: 	20000 	50000 	50000 
T,NHAZ,DSP_O,DSP_OTH,FI	: 	: 	: 	0 	0 	0 
T,NHAZ,DSP_O,DSP_OTH,FR	: 	: 	: 	0 	0 	: 
T,NHAZ,DSP_O,DSP_OTH,HR	: 	: 	: 	55 	0 	2 
T,NHAZ,DSP_O,DSP_OTH,HU	: 	: 	: 	0 	0 	0 
T,NHAZ,DSP_O,DSP_OTH,IE	: 	: 	: 	0 	0 	: 
T,NHAZ,DSP_O,DSP_OTH,IS	: b	: 	: 	0 	: 	0 
T,NHAZ,DSP_O,DSP_OTH,IT	: 	: 	: 	0 	263 	0 
T,NHAZ,DSP_O,DSP_OTH,LT	: 	: 	: 	0 	0 	0 
T,NHAZ,DSP_O,DSP_OTH,LU	: 	: 	: 	0 	0 	0 
T,NHAZ,DSP_O,DSP_OTH,LV	: 	: 	: 	0 	0 	0 
T,NHAZ,DSP_O,DSP_OTH,MK	: 	: 	: 	0 	: 	: 
T,NHAZ,DSP_O,DSP_OTH,MT	: 	: 	: 	0 	0 	0 
T,NHAZ,DSP_O,DSP_OTH,NL	: 	: 	: 	0 	0 	51 
T,NHAZ,DSP_O,DSP_OTH,NO	: 	: 	: 	0 	0 	0 
T,NHAZ,DSP_O,DSP_OTH,PL	: 	: 	: 	19 	3331 	480 
T,NHAZ,DSP_O,DSP_OTH,PT	: 	: 	: 	: 	1046 	1713 
T,NHAZ,DSP_O,DSP_OTH,RO	: 	: 	: 	0 	0 	0 
T,NHAZ,DSP_O,DSP_OTH,SE	: 	: 	: 	0 	: c	: c
T,NHAZ,DSP_O,DSP_OTH,SI	: 	: 	: 	0 	0 	0 
T,NHAZ,DSP_O,DSP_OTH,SK	: 	: 	: 	0 	0 	0 
T,NHAZ,DSP_O,DSP_OTH,TR	: 	: 	: 	0 	0 	0 
T,NHAZ,DSP_O,DSP_OTH,UK	: 	: 	: 	0 	0 	0 
T,NHAZ,DSP_O,INC_OTH,IS	: b	: 	: 	: 	: 	: 
T,NHAZ,DSP_O,RCV_OTH,IS	: b	: 	: 	: 	: 	: 
T,NHAZ,DSP_O,TOTAL,AL	140093 	: 	: 	: 	: 	: 
T,NHAZ,DSP_O,TOTAL,AT	0 	0 	0 	0 	0 	0 s
T,NHAZ,DSP_O,TOTAL,BE	0 	0 	0 	0 	0 	0 e
T,NHAZ,DSP_O,TOTAL,BG	246450 	28505 	2713419 	7382 	35128 	103151 
T,NHAZ,DSP_O,TOTAL,CY	0 	81 	1195 	61200 	0 	94885 
T,NHAZ,DSP_O,TOTAL,CZ	16191 	39222 	117929 	3692 	16617 	94458 
T,NHAZ,DSP_O,TOTAL,DE	84524 	58212 	34257 	65142 	226923 	82910 
T,NHAZ,DSP_O,TOTAL,DK	88967 	0 	0 	0 	: 	: 
T,NHAZ,DSP_O,TOTAL,EE	0 	0 	0 	0 	0 	3719 
T,NHAZ,DSP_O,TOTAL,EL	1607626 	1942781 	1534268 	2653234 	3213919 	653128 
T,NHAZ,DSP_O,TOTAL,ES	20125 	456735 	8674 	162930 	2115865 	2759742 
T,NHAZ,DSP_O,TOTAL,EU28	154550000 	138010000 	133740000 	37030000 	40090000 	40430000 
T,NHAZ,DSP_O,TOTAL,FI	21188 	207144 	306936 	6574 	7109 	6167 
T,NHAZ,DSP_O,TOTAL,FR	794974 	816187 	642319 	559951 	1024981 s	509000 
T,NHAZ,DSP_O,TOTAL,HR	16054 	5583 	418389 	42072 	6740 	886441 
T,NHAZ,DSP_O,TOTAL,HU	0 	0 	0 	0 	0 	0 s
T,NHAZ,DSP_O,TOTAL,IE	1917663 	1983824 	2075148 	42709 	17143 	0 s
T,NHAZ,DSP_O,TOTAL,IS	20140 b	0 	0 	0 	: 	30000 
T,NHAZ,DSP_O,TOTAL,IT	0 	1363 	0 	50854 	34763 	44123 
T,NHAZ,DSP_O,TOTAL,LT	10495 	28080 	92546 	210655 	320436 	59459 
T,NHAZ,DSP_O,TOTAL,LU	0 	0 	0 	0 	0 	0 
T,NHAZ,DSP_O,TOTAL,LV	125208 	48889 	7567 	127 	48 	15 
T,NHAZ,DSP_O,TOTAL,ME	15204 	: 	: 	: 	: 	: 
T,NHAZ,DSP_O,TOTAL,MK	90688 	6371675 	3270 	222 	: 	: 
T,NHAZ,DSP_O,TOTAL,MT	216909 	518840 	162473 	300360 	329426 	210404 
T,NHAZ,DSP_O,TOTAL,NL	55553046 	43597128 	42544516 	15943280 	15381147 	16660050 
T,NHAZ,DSP_O,TOTAL,NO	207810 	0 	0 	0 	0 	0 
T,NHAZ,DSP_O,TOTAL,PL	83415 	122013 	148763 	310516 	767318 	673126 
T,NHAZ,DSP_O,TOTAL,PT	0 	0 	0 	: 	325542 	123364 
T,NHAZ,DSP_O,TOTAL,RO	2885863 	2834451 	2520085 	0 	0 	15667 
T,NHAZ,DSP_O,TOTAL,RS	135986 	57310 	106551 	: 	: 	: 
T,NHAZ,DSP_O,TOTAL,SE	52358019 	46855612 	40326675 	116176 	664421 	2602341 
T,NHAZ,DSP_O,TOTAL,SI	0 	53 	158 	43 	0 	0 
T,NHAZ,DSP_O,TOTAL,SK	26403 	83026 	41889 	35356 	114696 	163110 
T,NHAZ,DSP_O,TOTAL,TR	16198 	34853 	615152 	190113 	354483 	4535124 
T,NHAZ,DSP_O,TOTAL,UK	38472268 	38382952 	40045614 	16462599 	15489642 	14687555 
T,NHAZ,DSP_O,TOT_X_MIN,AL	140093 	: 	: 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,AT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,BE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,BG	44211 	27192 	155197 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,CY	0 	81 	1195 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,CZ	: c	39222 	117691 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,DE	: c	8238 	18457 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,DK	88967 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,EE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,EL	1322927 	1657781 	1333064 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,ES	2259 	256707 	8674 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,EU28	3160000 	3650000 	3880000 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,FI	20054 	33406 	45963 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,FR	794974 	816187 	642319 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,HR	12465 	5583 	416970 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,HU	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,IE	55646 	32213 	8100 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,IS	20140 b	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,IT	0 	927 	0 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,LT	10495 	13797 	80221 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,LU	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,LV	125209 	48889 	7567 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,ME	14970 	: 	: 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,MK	90687 	6362834 	3270 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,MT	0 	0 	353 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,NL	36997 	27994 	21440 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,NO	161972 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,PL	32694 	30651 	57354 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,PT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,RO	553573 	547330 	735805 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,RS	135986 	13483 	25803 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,SE	3083 	18433 	33735 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,SI	0 	53 	158 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,SK	26269 	82867 	41725 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,TR	: 	34686 	43967 	: 	: 	: 
T,NHAZ,DSP_O,TOT_X_MIN,UK	0 	0 	153070 	: 	: 	: 
T,NHAZ,DSP_O,W01-05,AT	0 	0 	0 	0 	0 	0 
T,NHAZ,DSP_O,W01-05,BE	0 	0 	0 	0 	0 	0 
T,NHAZ,DSP_O,W01-05,BG	7 	4 	6 	18 	2 	167 
T,NHAZ,DSP_O,W01-05,CY	0 	1 	314 	0 	0 	82385 
T,NHAZ,DSP_O,W01-05,CZ	: c	7429 	878 	0 	3 	0 
T,NHAZ,DSP_O,W01-05,DE	: c	29 	0 	69 	1389 	3453 
T,NHAZ,DSP_O,W01-05,DK	0 	0 	0 	0 	0 	0 
T,NHAZ,DSP_O,W01-05,EE	0 	0 	0 	0 	0 	0 
T,NHAZ,DSP_O,W01-05,EL	102 	22 	19162 	21447 	41023 	0 
T,NHAZ,DSP_O,W01-05,ES	2139 	130466 	7500 	0 	3082 	3523 
T,NHAZ,DSP_O,W01-05,EU28	680000 	770000 	620000 	180000 	1520000 	3340000 
T,NHAZ,DSP_O,W01-05,FI	1103 	1277 	1497 	10 	28 	17 
T,NHAZ,DSP_O,W01-05,FR	22820 	23297 	0 	625 	180500 	0 
T,NHAZ,DSP_O,W01-05,HR	221 	433 	719 	330 	1409 	250 
T,NHAZ,DSP_O,W01-05,HU	0 	0 	0 	0 	0 	0 
T,NHAZ,DSP_O,W01-05,IE	55624 	30000 	8100 	37203 	6157 	0 
T,NHAZ,DSP_O,W01-05,IS	0 b	0 	0 	0 	: 	0 
T,NHAZ,DSP_O,W01-05,IT	0 	0 	0 	0 	560 	0 
T,NHAZ,DSP_O,W01-05,LT	3261 	3403 	8507 	0 	15137 	0 
T,NHAZ,DSP_O,W01-05,LU	0 	0 	0 	0 	0 	0 
T,NHAZ,DSP_O,W01-05,LV	378 	326 	423 	0 	0 	13 
T,NHAZ,DSP_O,W01-05,MK	7303 	5280 	413 	0 	: 	: 
T,NHAZ,DSP_O,W01-05,MT	0 	0 	0 	0 	0 	0 
T,NHAZ,DSP_O,W01-05,NL	36449 	23604 	18100 	24095 	28907 	46190 
T,NHAZ,DSP_O,W01-05,NO	0 	0 	0 	0 	0 	0 
T,NHAZ,DSP_O,W01-05,PL	41 	0 	28302 	85553 	573862 	617530 
T,NHAZ,DSP_O,W01-05,PT	0 	0 	0 	: 	1547 	101105 
T,NHAZ,DSP_O,W01-05,RO	552568 	547330 	523754 	0 	0 	3429 
T,NHAZ,DSP_O,W01-05,RS	524 	6 	0 	: 	: 	: 
T,NHAZ,DSP_O,W01-05,SE	258 	1638 	3607 	11351 	659680 	2479807 
T,NHAZ,DSP_O,W01-05,SI	0 	0 	145 	15 	0 	0 
T,NHAZ,DSP_O,W01-05,SK	9317 	2628 	2687 	477 	3778 	1660 
T,NHAZ,DSP_O,W01-05,TR	: 	1277 	1 	186 	0 	356 
T,NHAZ,DSP_O,W01-05,UK	0 	0 	1164 	0 	0 	0 
T,NHAZ,DSP_O,W011,IS	: b	: 	: 	: 	: 	: 
T,NHAZ,DSP_O,W012,AT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,BE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,BG	: 	: 	0 e	: 	: 	: 
T,NHAZ,DSP_O,W012,CY	0 	0 	10 	: 	: 	: 
T,NHAZ,DSP_O,W012,CZ	0 	: c	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,DE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,DK	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,EE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,EL	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,ES	0 	17744 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,EU28	550000 	570000 	520000 	: 	: 	: 
T,NHAZ,DSP_O,W012,FI	0 	0 	52 	: 	: 	: 
T,NHAZ,DSP_O,W012,FR	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,HR	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,HU	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,IE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,IS	0 b	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,IT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,LT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,LU	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,LV	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,MK	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,MT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,NL	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,NO	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,PL	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,PT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,RO	552560 	547323 	522607 	: 	: 	: 
T,NHAZ,DSP_O,W012,RS	0 	1 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,SE	0 	0 e	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,SI	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,SK	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W012,TR	: 	: c	: c	: 	: 	: 
T,NHAZ,DSP_O,W012,UK	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W013,IS	: b	: 	: 	: 	: 	: 
T,NHAZ,DSP_O,W02A,AT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,BE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,BG	7 	4 	6 	: 	: 	: 
T,NHAZ,DSP_O,W02A,CY	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,CZ	: c	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,DE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,DK	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,EE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,EL	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,ES	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,EU28	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,FI	21 	76 	11 	: 	: 	: 
T,NHAZ,DSP_O,W02A,FR	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,HR	0 	0 	: c	: 	: 	: 
T,NHAZ,DSP_O,W02A,HU	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,IE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,IS	0 b	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,IT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,LT	324 	40 	30 	: 	: 	: 
T,NHAZ,DSP_O,W02A,LU	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,LV	0 	9 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,MK	0 	3780 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,MT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,NL	4 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,NO	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,PL	41 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,PT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,RO	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,RS	524 	2 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,SE	0 	0 e	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,SI	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W02A,SK	1 	41 	11 	: 	: 	: 
T,NHAZ,DSP_O,W02A,TR	: 	1277 	: c	: 	: 	: 
T,NHAZ,DSP_O,W02A,UK	0 	0 	507 	: 	: 	: 
T,NHAZ,DSP_O,W032,AT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,BE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,BG	: 	: 	0 e	: 	: 	: 
T,NHAZ,DSP_O,W032,CY	0 	1 	304 	: 	: 	: 
T,NHAZ,DSP_O,W032,CZ	: c	: c	: c	: 	: 	: 
T,NHAZ,DSP_O,W032,DE	: c	: c	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,DK	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,EE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,EL	102 	22 	19162 	: 	: 	: 
T,NHAZ,DSP_O,W032,ES	2139 	112722 	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,EU28	70000 	170000 	80000 	: 	: 	: 
T,NHAZ,DSP_O,W032,FI	1082 	1019 	1434 	: 	: 	: 
T,NHAZ,DSP_O,W032,FR	22820 	23297 e	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,HR	221 	433 	: c	: 	: 	: 
T,NHAZ,DSP_O,W032,HU	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,IE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,IS	0 b	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,IT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,LT	2937 	3200 	2886 	: 	: 	: 
T,NHAZ,DSP_O,W032,LU	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,LV	378 	317 	423 	: 	: 	: 
T,NHAZ,DSP_O,W032,MK	929 	1500 	413 	: 	: 	: 
T,NHAZ,DSP_O,W032,MT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,NL	36445 	23570 	18090 	: 	: 	: 
T,NHAZ,DSP_O,W032,NO	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,PL	0 	0 	28302 	: 	: 	: 
T,NHAZ,DSP_O,W032,PT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,RO	0 	0 	1147 	: 	: 	: 
T,NHAZ,DSP_O,W032,RS	0 	3 	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,SE	258 	0 e	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,SI	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W032,SK	1061 	2587 	2583 	: 	: 	: 
T,NHAZ,DSP_O,W032,TR	: 	: 	1 	: 	: 	: 
T,NHAZ,DSP_O,W032,UK	0 	0 	657 	: 	: 	: 
T,NHAZ,DSP_O,W033,AT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,BE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,BG	: 	: 	0 e	: 	: 	: 
T,NHAZ,DSP_O,W033,CY	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,CZ	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,DE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,DK	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,EE	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,EL	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,ES	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,EU28	60000 	30000 	20000 	: 	: 	: 
T,NHAZ,DSP_O,W033,FI	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,FR	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,HR	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,HU	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,IE	55624 	30000 	8100 	: 	: 	: 
T,NHAZ,DSP_O,W033,IS	0 b	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,IT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,LT	0 	163 	5591 	: 	: 	: 
T,NHAZ,DSP_O,W033,LU	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,LV	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,MK	6374 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,MT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,NL	0 	34 	10 	: 	: 	: 
T,NHAZ,DSP_O,W033,NO	0 	0 	: 	: 	: 	: 
T,NHAZ,DSP_O,W033,PL	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,PT	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,RO	8 	7 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,RS	0 	0 	0 	: 	: 	: 
T,NHAZ,DSP_O,W033,SE	0 	1638 e	3607 	: 	: 	: 
T,NHAZ,DSP_O,W033,SI	0 	0 	145 	: 	: 	: 
T,NHAZ,DSP_O,W033,SK	8255 	0 	93 	: 	: 	: 
T,NHAZ,DSP_O,W033,TR	: 	: 	0 	: 	: 	: 
